question_id,question,question_type,ground_truth,generated_answer,source_url,mrr,faithfulness,context_precision,time_ms
q_9c089ff3,When did significant events occur related to Christopher Jaymes?,comparative,"E Theater, Los Angeles Books 1821: Ta Paidia tis Epanastasis (Children of the Revolution)(2021) - Kaktos Publishing Sons of.",I didnt claim an adequate number or data to accurately reflect,https://en.wikipedia.org/wiki/Christopher_Jaymes,1.0,0.0,1.0,2872.4586963653564
q_a077cfb2,When did significant events occur related to Susan Shillinglaw?,multi-hop,"At SJSU, she served as director of the Martha Heasley Cox Center for Steinbeck Studies from 1987 to 2005.",2015 after serving for her time in Southwestern United State College (1983–1854) in Wake-School,https://en.wikipedia.org/wiki/Susan_Shillinglaw,1.0,0.0,1.0,5183.92276763916
q_fb14876d,"What is Also, a ""line""?",inferential,"Also, a ""line"" is straight and has zero width.",No option was listed available except in Alfred Stoneman,https://en.wikipedia.org/wiki/Language_of_mathematics,0.0,0.0,0.0,6197.721242904663
q_9d7ba741,What is a key fact about Geoff Hall (cricketer)?,factual,48 he had his best season in first-class cricket.,did no first-rounder match in each of whose five cricket oversofteners did ... took 47 from 43.02. This leaves us uncontraverted as the rest go,https://en.wikipedia.org/wiki/Geoff_Hall_(cricketer),1.0,0.0,0.9166666666666666,9084.051132202148
q_c0c9c6dd,When did significant events occur related to Myma Belo-Osagie?,factual,The Harvard Business School's Africa Business Club and the Center for African Studies co-hosts the Hakeem & Myma Belo-Osagie Distinguished African Business and Entrepreneurship Lecture Series annually since 2015.,She received both degrees in the same academic jule,https://en.wikipedia.org/wiki/Myma_Belo-Osagie,1.0,1.0,1.0,5586.202621459961
q_86cd705d,What is a key fact about Healthcare in Pakistan?,comparative,"Recently, Pakistan's top court has ruled that schizophrenia does not fall within its legal definition of mental disorders, clearing the way for the execution of a mentally ill man convicted of murder.",The healthcare,https://en.wikipedia.org/wiki/Healthcare_in_Pakistan,1.0,1.0,1.0,4360.893249511719
q_3ddc8ad7,When did significant events occur related to Surgeon General (Canada)?,inferential,The medical services of the Royal Canadian Navy and Royal Canadian Air Force were led by separate Directors General from 1940 to 1959.,1907 World Reunization Day. All time warping charts from 1,https://en.wikipedia.org/wiki/Surgeon_General_(Canada),1.0,0.0,1.0,7513.401508331299
q_df7e7acc,What is Fritters Aloo tikki?,factual,Fritters Aloo tikki is a potato patty that originated in the Indian subcontinent.,"I can accept This choices, ""Firton tikkin is 'A Potato A Poppy In The Underfora, Original Home made Indian Peto Belly Sniff' This means that its common shape is about",https://en.wikipedia.org/wiki/Patty,1.0,1.0,1.0,23387.475728988647
q_035ccae0,What is a key fact about Holy Prepuce?,multi-hop,"According to Farley, ""Depending on what you read, there were eight, twelve, fourteen, or even 18 different holy foreskins in various European towns during the Middle Ages.","One only ""opinion"" may answer this relevant context. All Jews boys were require by Judocetic of law",https://en.wikipedia.org/wiki/Holy_Prepuce,1.0,1.0,1.0,10010.297298431396
q_c5ecfbf5,What is a key fact about Glossary of history?,factual,barbarian A Greek word adopted by the Romans to refer to any people who did not adopt the Roman way of life.,Can we return this option or it'is unavailable (in either choice) with no change in use (i. Consider what has led to,https://en.wikipedia.org/wiki/Glossary_of_history,0.3333333333333333,0.0,0.3333333333333333,5269.798278808594
